,Full_Names,Gender
781,Đỗ Nguyễn Anh Thy,0
782,Hoàng Văn Hiếu Nhân,1
783,Dương Bảo Ngọc,0
784,Nguyễn Đức Tuấn,1
785,Võ Thị Kim Tiền,0
786,Nguyễn Thị Ngọc Anh,0
787,Nguyễn Minh Nghĩa,1
788,Nguyễn Trung Chính,1
789,Phạm Minh Kha,1
790,Lê Hoàng Duy,1
791,Nguyễn Thị Vân Phượng,0
792,Trương Minh Sang,1
793,Lê Võ Thanh Hằng,0
794,Huỳnh Hữu Hiển,1
795,Hồ Thanh Tuyền,0
796,Nguyễn Minh Hiền,1
797,Lê Tiến Công,1
798,Nguyễn Ngọc Tiên,1
799,Trần Thị Quỳnh Như,0
800,Trần Thị Thu Tiền,0
801,Nguyễn Thị Kim Anh,0
802,Võ Hải Dương,0
803,Hà Thị Diễm,0
804,Nguyễn Anh Tuấn,1
805,Đào Thúy Hằng,0
806,Trần Xuân Trường,1
807,Nguyễn Ngọc Thắng,1
808,Trần Anh Khoa,1
809,Phạm Phú Phước,1
810,TrỊnh Thị Lệ Trinh,0
811,Vũ Nguyễn Tâm Anh,0
812,Nguyễn Thị Hồng Thắm,0
813,Nguyễn Thái Bảo,1
814,Huỳnh Thị Ánh Thy,0
815,Trần Thị Thu Hương,0
816,Hồ Thái Thăng,1
817,Nguyễn Văn Hào,1
818,Bùi Quang Huy,1
819,Trần Thanh Nguyên,0
820,Võ Thị Thùy,0
821,Huỳnh Chí Nguyển,1
822,Trịnh Hồng Nhung,0
823,Phạm Nhựt Minh,1
824,Phan Thị Thúy Hằng,0
825,Nguyễn Hữu Thịnh,1
826,Bùi Văn Thi,1
827,Nguyễn Thành Đạt,1
828,Trần Tuấn,1
829,Nguyễn Vũ Triệu My,0
830,PhạmThiên Long,1
831,Nguyễn Thị Thu Hưng,0
832,Phan Thị Mỹ Linh,0
833,Lý Minh Huy,1
834,Lê Thị Thu Tâm,0
835,Lê Thị Quỳnh Hương,0
836,Hồ Đại Lợi,1
837,Hoàng Thị Hoài Thắm,0
838,Bành Văn Tiến,1
839,Lê Ngọc Thanh Thảo,0
840,Nguyễn KhẮc Huy,1
841,Ksor Pliêu,1
842,Phan Thị Diệu Thảo,0
843,Hoàng Nguyễn Phương Anh,0
844,Tạ Thị Huỳnh Như,0
845,Võ Đình Tứ,1
846,Thiều Thị Trinh,0
847,Nguyễn Quang Tùng,1
848,Lê Duy Phương,1
849,Võ Thành Quý,1
850,Trần Thị Xuân Hương,0
851,Lê Nguyên Khang,1
852,Mai Trần Nhật Khanh,0
853,Nguyễn Thị Điểm,0
854,Trương Thị Hoài Mơ,0
855,Nguyễn Thị Ngọc Thảo,0
856,Nguyễn Thanh Trúc,0
857,Nguyễn Thị Trúc Viên,0
858,Trần Phan Xuân Hồng,0
859,Đoàn Thị Thu Hương,0
860,Lý Quang Minh,1
861,Lê Thị Lài,0
862,Võ Trường Giang,1
863,Đặng Thị Huệ,0
864,Phùng Văn Quốc Tuấn,1
865,Nguyễn Thị Ngọc Bích,0
866,Thuận Ngọc Tuấn,1
867,Trần Thị Minh,0
868,Lê Hữu Lễ,1
869,Dương Hoàng Long,1
870,Võ Huỳnh Thùy Trâm,0
871,Bùi Hoàng Khánh Đan,1
872,Phạm Duy Khang,1
873,Phan Huỳnh YẾn Nhi,0
874,Nguyễn Thị Hồng Châu,0
875,Phạm Đăng Quang,1
876,Lê Nhật Khánh,1
877,Trương Thị Thuỷ Tiên,0
878,Lang Minh Trang,0
879,Võ Tiến Hội,1
880,Trần Hoàng Phong,1
881,Châu Vĩ Khang,1
882,Trần Thanh Hậu,1
883,Võ Thị Thu Thảo,0
884,Trần Tấn Phát,1
885,Bùi Nguyên Phước,1
886,Trương Ngọc Ánh,0
887,Vũ Đức Vĩ,1
888,Phạm Văn Hậu,1
889,Nguyễn Hoàng Tân,1
890,Trần Thị Diễn,0
891,Lê Thị Hằng,0
892,Phạm Thị Hoàng,0
893,Mai Nguyên Duy,1
894,Võ Hoài Thư,0
895,Hoàng Viễn Duy,1
896,Võ Trí Quan,1
897,Phan Nguyên,1
898,Bùi Hoài Sơn,1
899,Nguyễn Minh Quân,1
900,Võ Thành Long,1
901,Đặng Hoàng Khang,1
902,Trần Đỗ Uyên Vy,0
903,Tăng Hồng Vủ Bảo,1
904,Trần Hoàng Dũng,1
905,Nguyễn Lâm Anh,1
906,Võ Thị Cúc,0
907,Trần Quốc Thịnh,1
908,Trần Duy Kha,1
909,Nguyễn Thị Diễm Hằng,0
910,Đoàn Thị Thanh Hiếu,0
911,Phạm Lê Văn,1
912,Đào Thị Mai,0
913,Nguyễn Thị Thanh Tuyền,0
914,Trần Ngọc Quân,1
915,Nguyễn Trần Phước Trung,1
916,Nguyễn Văn Trường,1
917,Nguyễn Bảo Thư,0
918,Trần Lê Đức Duy,1
919,Võ Thị Ngọc Hân,0
920,Vũ Hoàng Thu Hoài,0
921,Nguyễn Đoàn Kiều Liên,0
922,Phạm Thị Phương Anh,0
923,Lê Duy Nghị,1
924,Vũ Hoàng Hy,1
925,Nguyễn Thanh Thiện,1
926,Nguyễn Thị Hồng Phúc,0
927,Tôn Thị Kim Thoa,0
928,Nguyễn Hoàng Đức Thịnh,1
929,Chung Thị Bích Liên,0
930,Mai Thị Hằng Ni,0
931,Nguyễn Trọng Trung,1
932,Võ Thị Hạnh An,0
933,Danh Khánh Vi,1
934,Lư Thiện Thuyết,1
935,Phạm Hoàng An,1
936,Trần Đình Bảo Nguyên,1
937,Thái Hoàng Thịnh,1
938,Nguyễn Trần Hoàng Thanh,1
939,Nguyễn Trương Ngọc Nguyên,0
940,Hoàng Quốc Trọng,1
941,Nguyễn Trọng Doanh,1
942,Nguyễn Minh Nhật,1
943,Bùi Triệu Minh Tuấn,1
944,Trần Quang Vinh,1
945,Đỗ Quốc Hùng,1
946,Thái Thanh Sang,1
947,Lê Thị Hồng Thắm,0
948,Nguyễn Thế Biển,1
949,Đỗ Thị Ngọc Trinh,0
950,Võ Thị Thanh Nga,0
951,Bùi Thị Yến Nhi,0
952,Nguyễn Ngọc Thúy Quỳnh,0
953,Tôn Thất Lộc,1
954,Vũ Thị Hồng Nhung,0
955,Mai Thanh Tiến,1
956,Nguyễn Thị Kim Vân,0
957,Hồ Xuân Luật,1
958,Lê Minh Thức,1
959,Lê Công Danh,1
960,Nguyễn Khắc Lợi,1
961,Lê Đình Cương,1
962,Nguyễn Cà Na,1
963,Võ Thiên Đăng,1
964,Lê Thị Ngân Tú,0
965,Vũ Ngọc Dương,1
966,Trần Văn Phương,1
967,Võ Tường Vy,0
968,Lê Minh Vương,1
969,Võ Thị Diễm,0
970,Trần Thị Thuỷ,0
971,Nguyễn Trung Dũng,1
972,Lưu Hải Đăng,1
973,Đỗ Tấn Lực,1
974,Phạm Thị Trúc Oanh,0
975,Cao Võ Huỳnh,1
976,Nguyễn Trọng Tâm,1
977,Võ Bình Cương,1
978,Lê Phạm Thiên Bằng,1
979,Đỗ Quốc Cường,1
980,Phan Anh Thơ,1
981,Phùng Ngọc Thiên Trang,0
982,Hà Lê Ngọc Ánh,0
983,Nguyễn Vĩnh Thuận,1
984,Đào Tiểu Băng,0
985,Nguyễn Phương Nghi,0
986,Vòng An Phúc,1
987,Nguyễn Tuấn Hiệp,1
988,Dương Thái Phong,1
989,Lê Hoàng Long,1
990,Tạ Minh Quang,1
991,Trần Anh Tiến,1
992,Huỳnh Thị Thu Trang,0
993,Hồ Văn Quí,1
994,Đào Tuấn Anh,1
995,Nguyễn Văn Phải,1
996,Vy Thanh Diễm,0
997,Nguyễn Ngọc Mai,0
998,Nguyễn Ngọc Tuấn,1
999,Nguyễn Chính Đông Triều,1
1000,Nguyễn Minh Hoàng,1
1001,Bùi Hữu Duy,1
1002,Lưu Tuyết Anh,0
1003,Nguyễn Ngọc Tuân,1
1004,Nguyễn Cao Thắng,1
1005,Nguyễn Hữu TrỌng,1
1006,Trần Anh Khôi,1
1007,Nguyễn Hồng Hạnh,0
1008,Nguyễn Khải Đăng,1
1009,Nguyễn Thị Hiền,0
1010,Vũ Thu Uyên,0
1011,Trần Anh Khoa,1
1012,Tạ Thị Phúc Duyên,0
1013,Hoàng Ngọc Hiếu,1
1014,Phan Thị Cẩm Hương,0
1015,Lê Ngọc Thành,1
1016,Trần Hải Bảo,1
1017,Bùi Quang Minh,1
1018,Đoàn Minh Tâm,1
1019,Ngô Tấn Cường,1
1020,Nguyễn Minh Khánh,1
1021,Nguyễn Đức Chính,1
1022,Lê Thị Ngọc Diện,0
1023,Lưu Trung Nguyên,1
1024,Nguyễn Thị Kim Hương,0
1025,Trần Quốc Tuấn,1
1026,Nguyễn Lê Hoài Ân,1
1027,Nguyễn Ngọc Gia Hân,0
1028,Nguyễn Bùi Mỹ Linh,0
1029,Lê Vũ Chương,1
1030,Lê Nhật Đông,1
1031,Nguyễn Giác Tiến,1
1032,Nguyễn Hữu Quốc Cường,1
1033,Nguyễn Thị Thanh Thảo,0
1034,Trượng Thị Mỹ Chi,0
1035,Võ Thị Tú Quyên,0
1036,Lê Văn Lộc,1
1037,Nguyễn Hồ Hạnh Dung,0
1038,Đặng Thị Phượng,0
1039,Nguyễn Thị Minh Nhật,0
1040,Nguyễn Xuân Đại Toàn,1
1041,Đặng Văn Dang,1
1042,Trương Thanh Quí,1
1043,Nguyễn Thị Thu Sương,0
1044,Nguyễn Hữu Quang,1
1045,Nguyễn Thanh Tú,1
1046,Ngô Ngọc Huyền Trang,0
1047,Nguyễn Hữu Tín,1
1048,Võ Thị Mỹ Hảo,0
1049,Nguyễn Vinh Trung,1
1050,My Nô,1
1051,Hoàng Vũ Hưởng,1
1052,Nguyễn Ngọc Trân,0
1053,Phan Thị Thương,0
1054,Võ Ngọc MỸ Huyền,0
1055,Huỳnh Kim Ngân,0
1056,Nguyễn Văn Huấn,1
1057,Lê Thanh Liêm,1
1058,Hà Kiều Trang,0
1059,Nguyễn Văn Đức,1
1060,Huỳnh Cao Kim Chi,1
1061,Lương Quang Hiếu,1
1062,Thái Minh Thuận,1
1063,Phạm Thị Trinh,0
1064,Dương Thái Đông,1
1065,Cao Thị Sin,0
1066,Lữ Thị Cẩm Ly,0
1067,Trần Tiến Đạt,1
1068,Long Thị Kim Oanh,0
1069,Tăng Văn Hiện,1
1070,Nguyễn Thị Thu Sang,0
1071,Lê Quý Anh,1
1072,Lê Huỳnh Nhân,1
1073,Đinh Tùng Giang,1
1074,Nguyễn Chí Thiện,1
1075,Võ Thành Danh,1
1076,Phan Thị Ngọc Diễm,0
1077,TỐng Đức Khải,1
1078,Nguyễn Hữu Hưng,1
1079,Trần Hồng Sơn,1
1080,Phan Thị Cao Nguyên,0
1081,Bùi Minh Thái,1
1082,Hà Thị Mỹ Linh,0
1083,Hoàng Huy Nhật Tân,1
1084,Lê Thị Thu Phương,0
1085,TrẦm Hà Trà Giang,0
1086,Nguyễn Thị Hồng Vân,0
1087,Nguyễn Thị Kim Loan,0
1088,Bạch Đình Quyết,1
1089,Bùi Gia Hòa,1
1090,Phan Trọng Tuệ,1
1091,Đoàn Hồng Tiều Yến,0
1092,TrỊnh Thị Thùy Diễm,0
1093,Lê Đặng Huỳnh Tân,0
1094,ĐặngTrần Phương Uyên,0
1095,Nguyễn Thành Vinh,1
1096,Bùi Thanh Tùng,1
1097,Nguyễn Hoàng Sơn,1
1098,Trương Đỗ Duy Tân,1
1099,Lê Văn Hùng,1
1100,Lưu Huyết Giang,0
1101,Nguyễn Duy Tính,1
1102,Lê Thị Hồng Phúc,0
1103,Lưu Thị Thu Yến,0
1104,Mai Thanh Bình,1
1105,Nguyễn Thị Mỹ Duyên,0
1106,Phạm Thành Thái,1
1107,Trần Thị Trúc Giang,0
1108,Trần Minh Thuận,1
1109,Trần Lê Hưng,1
1110,Ath Sreyneang,0
1111,Trần Đức Minh,1
1112,Nguyễn Huỳnh Yến Nhi,0
1113,Nguyễn Thành Nghĩa,1
1114,Nguyễn Văn Thuận,1
1115,Nguyễn Thị Kim Phương,0
1116,Điêu Đi nh Huy Anh,1
1117,Phan Văn Bạc,1
1118,Phan Thành Trước,1
1119,Phạm Thanh Lam,0
1120,Thi Thanh Thảng,1
1121,Hồ Tuấn Kiệt,1
1122,Nguyễn Văn Hưng,1
1123,Nguyễn Thị Quỳnh Thơ,0
1124,Vũ Thị Thanh Tuyền,0
1125,Đặng Thị TỐ Uyên,0
1126,Nguyễn Thành Luân,1
1127,Nguyễn Thị Ngọc Yến,0
1128,Trịnh Lê Diễm Châu,0
1129,Nguyễn Văn Luân,1
1130,Hà Ngọc Nam,1
1131,Nguyễn Thị Ngọc Dung,0
1132,Bùi Anh Khoa,1
1133,Nguyễn Thành Vinh,0
1134,Lê Quốc Hùng,1
1135,Nguyễn Ngọc Thủy Trúc,0
1136,Lê Thanh Hải,1
1137,Nguyễn Minh Tú,1
1138,Huỳnh Kim Hiệp,1
1139,Đỗ Kỷ Nguyên,0
1140,Ngô Võ Việt Khoa,1
1141,Nguyễn Thị Kim Chi,0
1142,Hồ Thị Ngọc My,0
1143,Trịnh Ngọc Vĩnh,1
1144,Nguyễn Đức Toàn,1
1145,Nguyễn Thị Thu Hiền,0
1146,Nguyễn Thị Phương Linh,0
1147,Nguyễn Công Hậu,1
1148,Tăng Ngọc Thái,1
1149,Chế Mỹ Linh,0
1150,Lê Nguyễn Lam Tuyền,0
1151,Nguyễn Lê Duy,1
1152,Đặng Minh Quang,1
1153,Nguyễn Trần Bảo Trang,0
1154,Đào Lê Tường Vi,0
1155,Phan Thị Tuyết Ngân,0
1156,Trần Hoàng Thông,1
1157,Nguyễn Thu Quyên,0
1158,Nguyễn Hửu Tài,1
1159,Dương Trung Tính,1
1160,Phan Linh Cường,1
1161,Nguyễn Huỳnh Văn Hiếu,1
1162,Nguyễn Thị Huệ Linh,0
1163,Phan Hoàng Anh Tuấn,1
1164,Nguyễn Thị Mỹ Tiên,0
1165,Nguyễn Văn Chính,1
1166,Nguyễn Tường Mai Vy,0
1167,Trương Nguyễn Thái Danh,1
1168,Võ Trí Nam,1
1169,Nguyễn Thu Thanh Nhàn,0
1170,Nguyễn Quang Hiếu,1
1171,Hồ Huỳnh Cẩm Tú,0
1172,Phạm Ngọc Truyền,1
1173,Nguyễn Văn Chương,1
1174,Võ Thị Ngọc Nhàn,0
1175,LẠi Anh Quế,0
1176,Nguyễn Thiện Anh,1
1177,Dương Thị Hồng Nhung,0
1178,Hoàng Văn Hùng,1
1179,Trần Hứa Thanh Vi,0
1180,Nguyễn Thúy An,0
1181,Nguyễn Ngọc Như Ý,0
1182,Nguyễn Huy Toàn,1
1183,Nguyễn Hoàng Bảo,1
1184,Tô Văn Hiếu,1
1185,Thái Huyền Trân,0
1186,Nguyễn Hoàng Phước,1
1187,Nguyễn Phi Hùng,1
1188,Nguyễn Ngọc Quang Đông,1
1189,Trần Nguyên Đông,0
1190,Võ Quốc Thịnh,1
1191,Nguyễn Trọng Huy,1
1192,ĐẬu Huỳnh Trọng,1
1193,Nguyễn Thị Thùy,0
1194,Võ Hoàng Duy Liêm,1
1195,Nguyễn Thị Bích Huyền,0
1196,Ngô Việt Cường,1
1197,HuỳnhChí Thuần,1
1198,Lê Duy Minh,1
1199,Lê Duy Thành Công,1
1200,Bùi Nhật Minh,1
1201,Thị Yến Linh,0
1202,Âu Thị Quyên Quyên,0
1203,Đặng Ngọc Hương Giang,0
1204,Đỗ Phương Uyển My,0
1205,Nguyễn Phương Thảo,0
1206,Nguyễn Thị Diễm Quỳnh,0
1207,Huỳnh Lê Sơn Ca,0
1208,Nguyễn Phạm Thanh Nhàn,1
1209,Đặng Văn Thanh,1
1210,Nguyễn Hữu Thắng,1
1211,Lê Võ Khánh Hưng,1
1212,Tô Nhật Phát,1
1213,Văn BẠc Trung,1
1214,Võ Văn Phát,1
1215,Nguyễn Đức Anh Tiến,1
1216,Đặng Đình Hiệp,1
1217,Phạm Minh Luân,1
1218,Lưu Thiện Việt,1
1219,PhạmVăn Hưng,1
1220,Trần Nhật Hạ,0
1221,HồThị Yến Nhi,0
1222,Lê Phan Thanh Tôn,1
1223,Đậu Đình Anh,1
1224,Lê Thị Ngọc Loan,0
1225,Cáp Doãn Nghĩa,1
1226,Lê Thị Diểm Kiều,0
1227,Vy Thị Ngọc Diệp,0
1228,Bạch Thị Thúy Hà,0
1229,Dương Văn Minh,1
1230,Nguyễn Đức Ân,1
1231,Nguyễn Gia Phúc,1
1232,Nguyễn Hoàng Thắng,1
1233,Nguyễn Kim Linh,0
1234,Đoàn Thị Hoài Hương,0
1235,Phan Việt Phúc,1
1236,Lê Trường Thịnh,1
1237,Võ Thị Thu Hà,0
1238,Hà Gia Mẫn,0
1239,Nguyễn Đình Đức,1
1240,Bùi Xuân Thọ,1
1241,Nguyễn Thị Tường Vi,0
1242,Trần Văn Đạt,1
1243,Nguyễn Thị Kiều Trang,0
1244,Nguyễn Mỹ Quỳnh,0
1245,Phạm Vũ Hùng,1
1246,Phạm Thị Trúc Linh,0
1247,Trần Văn Chung,1
1248,Vũ Văn Đại,1
1249,Sầm Minh Hiếu,1
1250,Võ Văn Thanh,1
1251,Nguyễn Thị Liên Hương,0
1252,Hồ Thị Mỹ Thương,0
1253,Nguyễn Hoàng Nam,1
1254,Hoàng Văn Long,1
1255,Đào Văn Đạt,1
1256,Lê Thị Bé Hai,0
1257,Bùi Thị Mỹ Hạ,0
1258,Võ Thị Kim Ngân,0
1259,Dương Thị Hồng Hạnh,0
1260,Hoàng Thị Kim Vân,0
1261,Trần Phạm Long,1
1262,Lê Nguyễn Lan Nhi,0
1263,Nguyễn Anh Tuấn,1
1264,Nguyễn Đình Trường,1
1265,Hồ Nhã Vy,0
1266,Lê Thị Kiều,0
1267,Lê Quốc Qui,1
1268,Hoàng Trọng Quân,1
1269,Nguyễn Trung Hiếu,1
1270,Thái Khoa Chương,1
1271,Phạm Đinh Tín,1
1272,Trần Minh Tốt,1
1273,Đinh Ngọc Hiếu Hạnh,0
1274,Bùi Thị Trúc Ly,0
1275,Nguyễn Lê Minh,1
1276,Bùi Phương Hoài Nam,1
1277,Đặng Ngọc Chiến,1
1278,Phan Thanh Vũ,1
1279,Nguyễn Thị Kim Long,0
1280,Nguyễn Thị Ngọc Mỹ,0
1281,Nguyễn Thị Yến Linh,0
1282,Huỳnh Minh Thái,1
1283,Nguyễn Trương Ái Trân,0
1284,Bùi Thanh Phú,1
1285,Nguyễn Khoa Phương Linh,0
1286,Nguyễn Thị Mai Liên,0
1287,Trần Hùng,1
1288,Võ Nhật Bảo,1
1289,Hồ Thị Chung Tình,0
1290,Phạm Thị Lê Huê,0
1291,Trần Tâm Phúc,1
1292,Nguyễn Quốc Vĩ,1
1293,Nguyễn Trung Tín,1
1294,Nguyễn Quang Vinh,1
1295,Huỳnh Thị Vi,0
1296,Võ Thị Khả Yến,0
1297,Nguyễn Thế Hùng,1
1298,Nguyễn Phú Quốc,1
1299,Trần Đức Mạnh,1
1300,Phạm Hoàng Bửu,1
1301,Dương Tấn Đạt,1
1302,Lê Thị Thùy Trúc,0
1303,Phạm Diệp Phước Thảo,0
1304,Nguyễn Thị Hồng Diễm,0
1305,Lê Thị Thiên Lý,0
1306,Nguyễn Thị Thái Bình,0
1307,Phạm Thị Tuyết Nga,0
1308,Đào Tuấn Anh,1
1309,Trương Quốc Tín,1
1310,Nguyễn Xuân Trường,1
1311,Trần Minh Khương,1
1312,Võ Đăng Châu,1
1313,Nguyễn Quang Nhựt,1
1314,TrẦm Bích Hiền,0
1315,Bạch Tuấn Hợp,1
1316,Phùng Quốc Diện,1
1317,Bạch Phước Thiện,1
1318,Huỳnh Thị Minh Thy,0
1319,Lê Minh Thuận,1
1320,Trần Nguyễn Mỹ Thuận,0
1321,Đoàn Minh Trí,1
1322,Trần Thị Mai Trâm,0
1323,Đỗ Thành Luân,1
1324,Trịnh Thị Thu Vân,0
1325,Nguyễn Phú Thịnh,1
1326,Tăng Huỳnh Tuấn Tú,1
1327,Ngô Tăng Sinh,1
1328,Lê Thanh Quyền,1
1329,Nguyễn Mỹ Quỳnh Hương,0
1330,Nguyễn Thị Hồng Vi,0
1331,Trần Thành Đạt,1
1332,Huỳnh Văn Hưng,1
1333,Lê Duy Khánh,1
1334,Nguyễn Vương Thanh Tuấn,1
1335,Cao Ngọc Khoa,1
1336,Trần Thị Thu Dung,0
1337,Nguyễn Văn Tánh,1
1338,Nguyễn Thanh Hiển,1
1339,Trần Văn Triệu,1
1340,Đinh Ngọc Vũ,1
1341,Trần Đình Khang,1
1342,Lê Thị Tuyết Hoa,0
1343,Lê Thị Trâm Anh,0
1344,Phạm Công Khánh,1
1345,Nguyễn Đăng Khoa,1
1346,Nguyễn Thị Minh Thư,0
1347,H Phúc Long Dưng,0
1348,Nguyễn Hoàng Công Anh,1
1349,Võ Lê Ngọc Ngân,0
1350,TẠ Thị Huỳnh Giao,0
1351,Trịnh Thị Ngoc Hương,0
1352,Nguyễn Đức Tiến,1
1353,Nguyễn Ngọc Lan Phương,0
1354,Ngô Văn Viết,1
1355,Nguyễn Trần Nghĩa Trọng,1
1356,Lê Tấn Đạt,1
1357,Nguyễn Hữu Thu,1
1358,Lê Đoàn Trường Thịnh,1
1359,Nguyễn Bá Nhân,1
1360,Nguyễn Thị Linh,0
1361,Phan Thị Tuyết Trinh,0
1362,Ngô Hữu Mạnh Khanh,1
1363,Nguyễn Ngọc Duy Anh,1
1364,Phan Thị Xinh,0
1365,Nguyễn Văn Tài,1
1366,Châu Ngọc Phúc Nguyên,1
1367,Hoàng Tuấn Anh,1
1368,Hoàng Hải Đăng,1
1369,Nguyễn Thị Phương Nam,0
1370,Phạm Trung Hoà,1
1371,Huỳnh Lê Anh Tài,1
1372,Nguyễn Thị Loan,0
1373,Nguyễn Ngọc Tường Vy,0
1374,Dương Đức Đạo,1
1375,Nguyễn Duy Lân,1
1376,Nguyễn Thị Thúy Hà,0
1377,Nguyễn Ngọc Diệu,0
1378,Lâm Thanh Thiện,1
1379,Lý Thị Hà,0
1380,Phạm Thị Thanh Giang,0
1381,Nguyễn Đình Đức Hiếu,1
1382,Trần Vũ Anh Duy,1
1383,Nguyễn Chí Kiên,1
1384,Nguyễn Thị Thanh Nhàn,0
1385,Hoàng Thị Thúy Vi,0
1386,Đào Chí Nghĩa,1
1387,Trần Thị Lan Anh,0
1388,Ngô Thị Thúy Thương,0
1389,Nguyễn Thị Ngọc Trang,1
1390,Nguyễn Thị Thanh Hải,0
1391,Hoàng Trọng Việt,1
1392,Phan Trương Xuân Trúc,0
1393,Bùi Sỹ Nghị,1
1394,Võ Trung Hiếu,1
1395,Nguyễn Kỳ Phong,1
1396,Trần Đình Phú,1
1397,Nguyễn Hoàng Anh Tuấn,1
1398,Nguyễn Thị Quỳnh Như,0
1399,Huỳnh Ngọc Mai Lan,0
1400,Phan Hữu Hào,1
1401,Phạm Thị Tuyết Ngân,0
1402,Lê Minh Hưởng,1
1403,Nguyễn Thị Kim Huệ,0
1404,Lâm Trí Sách,1
1405,Nguyễn Anh Tú,1
1406,Lê Võ Tuấn Phong,1
1407,Nguyễn Thị Thuỳ Trang,0
1408,Nguyễn Thị Ngọc Linh,0
1409,Lê Thị Thủy,0
1410,Hoàng Lê Tân,1
1411,Nguyễn Ngọc Trâm,0
1412,Nguyễn Việt Hoàng,1
1413,Đinh Thị Hằng,0
1414,Đặng Thị Mỵ,0
1415,Văn Thị Minh Nguyệt,0
1416,Vũ Ngọc Tú,1
1417,Nguyễn Trúc My,0
1418,Sơn Ngọc Minh,1
1419,Nguyễn Hửu Lộc,1
1420,Ta Quang Tu,1
1421,Vũ Nguyễn Hải Đăng,1
1422,Nguyễn Hữu Nhật Chiêu,0
1423,Cao Hoàng Khang,1
1424,Đoàn Đắc Hải,1
1425,Phạm Hoàng Sơn,1
1426,Nguyễn Thị Kim Liên,0
1427,Huỳnh Thị Huyền Trân,0
1428,Trần Thị Tánh,0
1429,Mai Văn Hạnh,1
1430,Vũ Thị Sen,0
1431,Lê Ngọc Viên,0
1432,Đồng Danh Học,1
1433,Huỳnh Nguyễn Kim Ánh,0
1434,Đỗ Huyền Trang,0
1435,Ngô Hùng Văn,1
1436,Nguyễn Thị Ý Nhi,0
1437,Phạm Quang Vinh,1
1438,Lê Thị Diễm Lan,0
1439,Nguyễn Thị Thảo,0
1440,Nguyễn Thị Mỹ Anh,0
1441,Nguyễn Trung Kiên,1
1442,Lê Hoài Linh,1
1443,Nguyễn Thành Tiến,1
1444,Phan Văn Tường,1
1445,Phạm Minh Hiếu,1
1446,Nguyễn Hồng Sơn,1
1447,Nguyễn Bảo Giang,1
1448,Trịnh Trung Trường,1
1449,Hồ Sỹ Đăng Khoa,1
1450,Nguyễn Thị Mỹ Huyền,0
1451,Phạm Hoàng Đức,1
1452,Nguyễn Khương,1
1453,Tạ Phạm Minh Chương,1
1454,Nguyễn Minh Khang,1
1455,Nguyễn Thị Ngọc Chi,0
1456,Bùi Hoàng Nhật Anh,1
1457,Hà Văn Đoàn,1
1458,Nguyễn Ngọc Minh Khuê,0
1459,Nguyễn Thị Mỹ Duyên,0
1460,Mã Lê Thanh Oanh,0
1461,Võ Quốc Vỹ,1
1462,Trần Vũ Linh,1
1463,Ngô Thị Minh Phúc,0
1464,Võ Chí Nhân,1
1465,Huỳnh Thị Thu Cúc,0
1466,Lê Văn Trường,1
1467,Lương Thanh Huyền,0
1468,Hoàng Quỳnh,1
1469,Lê Thị Mỹ Linh,0
1470,Nguyễn Quan Thọ,1
1471,Lê Trung Thật,1
1472,Phạm Thị Quế Chi,0
1473,Đoàn Bá Yến Nhi,0
1474,Đoàn Thị KiỀu Linh,0
1475,Phạm Văn Tú,1
1476,Phạm Thành Thắng,1
1477,Trần Thị Nga,0
1478,Võ Minh Trí,1
1479,Trần Đại Lộc,1
1480,Nguyễn Hoàng Đức Duy,1
1481,Trần Thị Kim Yến,0
1482,Ban Văn Đạt,1
1483,Nguyễn Phúc Tâm,1
1484,Nguyễn Đức Huy,1
1485,Nguyễn Văn Minh,1
1486,Trịnh Thị Hằng,0
1487,Trần Thị Bích Trâm,0
1488,Lê Thị Ngọc Hương,0
1489,Phạm Thị Trúc Quyên,0
1490,Nguyễn Quỳnh Mai Lan,0
1491,Nguyễn Quốc Hiếu,1
1492,Phạm Thị Diễm Hương,0
1493,Ngô Minh Thiện,1
1494,Nguyễn Văn Hiển,1
1495,Vũ Ngọc Duy Anh,1
1496,Nguyễn Thị Ngọc Lan,0
1497,Trần Hửu Tín,1
1498,Nguyễn Kỳ Anh,1
1499,Nguyễn Danh Nhân,1
1500,Trần Thị Kim Liên,0
1501,Nguyễn Vũ Hùng,1
1502,Nguyễn Hồng Phương,1
1503,Nguyễn Thị Mỹ Lan,0
1504,Nguyễn Mai Quốc Đạt,1
1505,Phạm Thị Kim Huệ,0
1506,Nguyễn Lê Kha,0
1507,Trần Hữu Lợi,1
1508,Hồ Đăng Tuệ,1
1509,Nguyễn Ngọc Trúc Ly,0
1510,Nguyễn Phước Hậu,1
1511,Huỳnh Phước Tài,1
1512,Lý Phi Long,1
1513,Nguyễn Minh Tiến,1
1514,Phan Thị Lê Na,0
1515,Tăng Duy Bảo,1
1516,Nguyễn Trà Thái Ng Nhưng,1
1517,Lê Thị Minh Ánh,0
1518,Trần Nguyễn Anh Hoàng,1
1519,Ngô Thị Bích Thủy,0
1520,Nguyễn Thừa An Thái,1
1521,Phạm Thị Mỹ Hiền,0
1522,Nguyễn Thị Mỹ Linh,0
1523,Võ Thị Điệp,0
1524,Nguyễn Thị Thúy Cẩm,0
1525,Dương Bảo Ý,1
1526,Nguyễn Hồ Thúy Duyên,0
1527,Lê Anh Kiệt,1
1528,Lê Trần Thanh Duy,1
